,Timestamp,PowerConsumption1,PowerConsumption2,PowerConsumption3
53,2022-01-22T08:56:41.115Z,46.5,159.8,177.5
54,2022-01-22T08:56:51.337Z,49.4,162.3,144.5
55,2022-01-22T08:57:01.526Z,40.8,155.0,159.1
56,2022-01-22T08:57:11.684Z,39.9,158.4,203.7
57,2022-01-22T08:57:21.872Z,40.0,154.9,167.9
58,2022-01-22T08:57:32.061Z,41.6,159.7,132.4
59,2022-01-22T08:57:42.235Z,40.0,154.3,138.2
60,2022-01-22T08:57:52.94Z,39.8,160.8,133.0
61,2022-01-22T08:58:03.131Z,39.7,150.9,145.3
62,2022-01-22T08:58:13.353Z,39.7,164.8,219.0
63,2022-01-22T08:58:23.509Z,39.9,170.9,131.7
64,2022-01-22T08:58:33.715Z,39.8,165.6,131.9
65,2022-01-22T08:58:43.92Z,39.6,151.3,132.1
66,2022-01-22T08:58:54.125Z,39.6,153.7,129.8
67,2022-01-22T08:59:04.329Z,40.1,146.4,129.9
68,2022-01-22T08:59:14.517Z,39.6,158.6,130.9
69,2022-01-22T08:59:24.739Z,39.6,151.7,172.4
70,2022-01-22T08:59:34.993Z,39.6,159.5,146.3
71,2022-01-22T08:59:45.186Z,39.6,154.2,137.4
72,2022-01-22T08:59:55.343Z,39.8,150.3,135.0
73,2022-01-22T09:00:05.518Z,39.7,174.7,136.7
74,2022-01-22T09:00:15.722Z,41.6,146.7,135.0
75,2022-01-22T09:00:25.896Z,41.1,149.9,136.2
76,2022-01-22T09:00:36.068Z,39.5,150.4,135.1
77,2022-01-22T09:00:46.743Z,40.1,159.5,135.0
78,2022-01-22T09:00:56.963Z,39.7,167.2,134.2
79,2022-01-22T09:01:07.109Z,39.7,150.0,134.4
80,2022-01-22T09:01:17.313Z,39.6,150.6,135.0
81,2022-01-22T09:01:27.501Z,40.0,143.7,137.0
82,2022-01-22T09:01:37.74Z,39.6,167.9,166.1
83,2022-01-22T09:01:47.944Z,42.8,156.2,150.8
84,2022-01-22T09:01:58.15Z,40.1,158.6,208.8
85,2022-01-22T09:02:08.373Z,39.8,143.2,146.5
86,2022-01-22T09:02:18.594Z,40.0,149.4,183.1
87,2022-01-22T09:02:28.751Z,40.6,143.8,147.5
88,2022-01-22T09:02:38.976Z,46.3,155.9,189.0
89,2022-01-22T09:02:49.151Z,52.5,144.3,141.7
90,2022-01-22T09:02:59.342Z,0.0,148.1,168.0
91,2022-01-22T09:03:09.503Z,20.7,153.5,180.4
92,2022-01-22T09:03:19.695Z,0.0,182.2,209.5
93,2022-01-22T09:03:29.917Z,0.0,148.3,173.4
94,2022-01-22T09:03:40.138Z,0.0,181.3,190.3
95,2022-01-22T09:03:50.421Z,0.0,163.5,192.1
96,2022-01-22T09:04:00.626Z,0.0,145.6,206.1
97,2022-01-22T09:04:10.833Z,0.0,165.0,178.7
98,2022-01-22T09:04:21.04Z,0.0,164.4,203.5
99,2022-01-22T09:04:31.216Z,0.0,155.3,172.9
100,2022-01-22T09:04:41.424Z,0.0,155.2,191.7
101,2022-01-22T09:04:51.628Z,0.0,144.0,209.2
102,2022-01-22T09:05:01.85Z,0.0,149.0,166.5
103,2022-01-22T09:05:12.018Z,0.0,144.8,173.0
104,2022-01-22T09:05:22.223Z,0.0,145.8,156.0
105,2022-01-22T09:05:32.46Z,0.0,149.6,154.8
106,2022-01-22T09:05:42.657Z,0.0,144.9,210.6
107,2022-01-22T09:05:52.83Z,0.0,142.0,162.4
108,2022-01-22T09:06:03.053Z,0.0,141.6,164.0
109,2022-01-22T09:06:13.257Z,0.0,141.8,163.6
110,2022-01-22T09:06:23.477Z,0.0,141.2,149.1
111,2022-01-22T09:06:33.635Z,0.0,142.7,165.9
112,2022-01-22T09:06:43.823Z,0.0,142.1,147.9
113,2022-01-22T09:06:54.032Z,0.0,141.5,163.9
114,2022-01-22T09:07:04.208Z,0.0,141.4,148.7
115,2022-01-22T09:07:14.401Z,0.0,141.8,152.4
116,2022-01-22T09:07:24.652Z,0.0,140.7,147.4
117,2022-01-22T09:07:34.862Z,0.0,143.2,147.7
118,2022-01-22T09:07:45.02Z,0.0,151.7,145.9
119,2022-01-22T09:07:55.242Z,0.0,147.5,146.3
120,2022-01-22T09:08:05.477Z,0.0,145.3,145.8
121,2022-01-22T09:08:15.682Z,0.0,150.0,147.1
122,2022-01-22T09:08:25.917Z,0.0,183.5,149.0
123,2022-01-22T09:08:36.123Z,0.0,150.5,186.9
124,2022-01-22T09:08:46.404Z,0.0,143.7,157.2
125,2022-01-22T09:08:56.563Z,0.0,155.3,164.7
126,2022-01-22T09:09:06.786Z,0.0,157.1,180.0
127,2022-01-22T09:09:16.96Z,0.0,145.2,161.2
128,2022-01-22T09:09:27.133Z,0.0,141.9,175.3
129,2022-01-22T09:09:37.307Z,0.0,141.8,168.4
130,2022-01-22T09:09:47.499Z,0.0,145.8,213.5
131,2022-01-22T09:09:57.703Z,0.0,143.0,159.6
132,2022-01-22T09:10:07.907Z,0.0,149.9,156.3
133,2022-01-22T09:10:18.566Z,0.0,170.4,183.5
134,2022-01-22T09:10:28.739Z,0.0,153.7,180.2
135,2022-01-22T09:10:38.928Z,0.0,144.3,137.1
136,2022-01-22T09:10:49.198Z,0.0,150.0,141.9
137,2022-01-22T09:10:59.356Z,0.0,157.2,137.2
138,2022-01-22T09:11:09.516Z,0.0,163.1,136.7
139,2022-01-22T09:11:19.708Z,0.0,156.2,138.9
140,2022-01-22T09:11:29.867Z,0.0,146.5,149.6
141,2022-01-22T09:11:40.035Z,0.0,147.3,136.7
142,2022-01-22T09:11:50.209Z,0.0,148.8,136.6
143,2022-01-22T09:12:00.429Z,0.0,143.4,178.6
144,2022-01-22T09:12:10.651Z,0.0,142.5,179.2
145,2022-01-22T09:12:20.859Z,0.0,146.9,172.1
146,2022-01-22T09:12:31.032Z,0.0,150.4,134.1
147,2022-01-22T09:12:41.189Z,0.0,147.8,133.3
148,2022-01-22T09:12:51.394Z,0.0,150.1,178.2
149,2022-01-22T09:13:01.569Z,0.0,158.4,135.8
150,2022-01-22T09:13:11.726Z,0.0,142.5,137.0
151,2022-01-22T09:13:21.932Z,0.0,142.8,139.5
152,2022-01-22T09:13:32.089Z,0.0,160.8,148.5
153,2022-01-22T09:13:42.294Z,0.0,147.7,134.1
154,2022-01-22T09:13:52.47Z,0.0,142.3,132.8
155,2022-01-22T09:14:02.646Z,0.0,150.6,133.5
156,2022-01-22T09:14:12.843Z,0.0,146.2,133.0
157,2022-01-22T09:14:23.048Z,0.0,146.8,135.0
158,2022-01-22T09:14:33.208Z,0.0,145.3,134.5
159,2022-01-22T09:14:43.366Z,0.0,156.5,133.2
160,2022-01-22T09:14:53.604Z,0.0,153.9,133.0
161,2022-01-22T09:15:03.747Z,0.0,153.0,132.7
162,2022-01-22T09:15:13.929Z,0.0,148.9,132.3
163,2022-01-22T09:15:24.104Z,0.0,147.0,132.7
164,2022-01-22T09:15:34.263Z,0.0,142.9,132.1
165,2022-01-22T09:15:44.438Z,0.0,142.9,132.5
166,2022-01-22T09:15:54.673Z,0.0,148.2,133.6
167,2022-01-22T09:16:04.861Z,0.0,146.3,133.1
168,2022-01-22T09:16:15.066Z,0.0,155.0,132.9
169,2022-01-22T09:16:25.271Z,0.0,170.9,133.6
170,2022-01-22T09:16:35.492Z,0.0,151.3,133.9
171,2022-01-22T09:16:45.641Z,0.0,157.1,134.2
172,2022-01-22T09:16:55.801Z,0.0,159.4,136.8
173,2022-01-22T09:17:05.958Z,0.0,151.0,133.5
174,2022-01-22T09:17:16.163Z,0.0,150.2,132.8
175,2022-01-22T09:17:26.377Z,0.0,146.8,133.4
176,2022-01-22T09:17:36.613Z,0.0,148.9,132.7
177,2022-01-22T09:17:46.802Z,0.0,157.2,142.3
178,2022-01-22T09:17:56.992Z,0.0,146.3,134.4
179,2022-01-22T09:18:07.168Z,0.0,153.1,140.0
180,2022-01-22T09:18:17.39Z,0.0,144.7,156.1
181,2022-01-22T09:18:27.596Z,0.0,145.9,158.9
182,2022-01-22T09:18:37.787Z,0.0,161.9,203.0
183,2022-01-22T09:18:47.945Z,0.0,149.1,138.9
184,2022-01-22T09:18:58.166Z,0.0,143.3,133.3
185,2022-01-22T09:19:08.338Z,0.0,160.3,131.0
186,2022-01-22T09:19:18.511Z,0.0,149.3,149.5
187,2022-01-22T09:19:28.702Z,0.0,146.3,144.2
188,2022-01-22T09:19:38.89Z,0.0,149.8,134.1
189,2022-01-22T09:19:49.049Z,0.0,141.9,134.6
190,2022-01-22T09:19:59.209Z,0.0,146.9,211.1
191,2022-01-22T09:20:09.383Z,0.0,144.4,144.5
192,2022-01-22T09:20:20.058Z,0.0,149.3,162.4
193,2022-01-22T09:20:30.248Z,0.0,140.3,164.5
194,2022-01-22T09:20:40.423Z,0.0,170.7,134.5
195,2022-01-22T09:20:50.615Z,0.0,174.9,135.1
196,2022-01-22T09:21:00.897Z,0.0,162.4,157.7
197,2022-01-22T09:21:11.055Z,0.0,147.8,149.3
198,2022-01-22T09:21:21.23Z,0.0,143.0,152.9
199,2022-01-22T09:21:31.403Z,0.0,171.8,146.6
200,2022-01-22T09:21:41.577Z,0.0,154.7,141.6
201,2022-01-22T09:21:51.767Z,0.0,160.1,141.9
202,2022-01-22T09:22:01.972Z,0.0,153.9,162.3
203,2022-01-22T09:22:12.147Z,0.0,145.5,136.3
204,2022-01-22T09:22:22.336Z,0.0,143.3,163.7
205,2022-01-22T09:22:32.557Z,0.0,142.9,143.3
206,2022-01-22T09:22:44.762Z,0.0,146.1,143.4
207,2022-01-22T09:22:52.952Z,0.0,161.8,133.4
208,2022-01-22T09:23:03.204Z,0.0,146.4,148.6
209,2022-01-22T09:23:13.408Z,0.0,163.5,137.0
210,2022-01-22T09:23:23.677Z,0.0,158.3,148.9
211,2022-01-22T09:23:33.851Z,0.0,163.1,150.1
212,2022-01-22T09:23:44.04Z,0.0,166.7,138.4
213,2022-01-22T09:23:54.214Z,0.0,151.3,134.8
214,2022-01-22T09:24:04.388Z,0.0,151.6,134.8
215,2022-01-22T09:24:14.562Z,0.0,146.9,134.4
216,2022-01-22T09:24:24.736Z,0.0,150.5,169.9
217,2022-01-22T09:24:35.269Z,0.0,166.0,150.7
218,2022-01-22T09:24:45.147Z,0.0,201.7,131.9
219,2022-01-22T09:24:55.337Z,0.0,160.9,138.4
220,2022-01-22T09:25:05.497Z,0.0,153.7,132.2
221,2022-01-22T09:25:15.671Z,0.0,164.1,140.6
222,2022-01-22T09:25:25.862Z,0.0,150.1,149.3
223,2022-01-22T09:25:36.051Z,0.0,142.9,155.4
224,2022-01-22T09:25:46.263Z,0.0,146.5,139.1
225,2022-01-22T09:25:56.456Z,0.0,144.9,184.4
226,2022-01-22T09:26:06.613Z,0.0,143.5,151.1
227,2022-01-22T09:26:16.775Z,0.0,146.8,145.5
228,2022-01-22T09:26:26.964Z,0.0,151.2,139.2
229,2022-01-22T09:26:37.12Z,0.0,147.1,138.8
230,2022-01-22T09:26:47.31Z,0.0,150.7,130.1
231,2022-01-22T09:26:57.471Z,0.0,144.3,126.4
232,2022-01-22T09:27:07.738Z,0.0,148.6,142.7
233,2022-01-22T09:27:17.927Z,0.0,165.9,163.9
234,2022-01-22T09:27:28.631Z,0.0,155.7,133.9
235,2022-01-22T09:27:38.804Z,0.0,152.4,126.2
236,2022-01-22T09:27:49.009Z,0.0,145.6,129.3
237,2022-01-22T09:27:59.233Z,0.0,150.5,132.4
238,2022-01-22T09:28:09.409Z,0.0,146.9,128.7
239,2022-01-22T09:28:19.582Z,0.0,145.0,134.4
240,2022-01-22T09:28:29.788Z,0.0,151.3,128.4
241,2022-01-22T09:28:40.008Z,0.0,162.7,126.1
242,2022-01-22T09:28:50.183Z,0.0,163.3,124.9
243,2022-01-22T09:29:00.402Z,0.0,164.9,127.3
244,2022-01-22T09:29:10.607Z,0.0,167.7,135.3
245,2022-01-22T09:29:20.798Z,0.0,142.7,125.0
246,2022-01-22T09:29:31.002Z,0.0,152.4,133.1
247,2022-01-22T09:29:41.175Z,0.0,143.7,124.6
248,2022-01-22T09:29:51.38Z,0.0,155.1,166.4
249,2022-01-22T09:30:01.57Z,0.0,152.6,178.3
250,2022-01-22T09:30:11.777Z,0.0,154.9,132.4
251,2022-01-22T09:30:21.981Z,0.0,157.7,148.1
252,2022-01-22T09:30:32.218Z,0.0,134.8,145.1
253,2022-01-22T09:30:42.456Z,0.0,139.1,138.4
254,2022-01-22T09:30:52.646Z,0.0,141.1,138.5
255,2022-01-22T09:31:02.867Z,0.0,150.8,139.0
256,2022-01-22T09:31:13.087Z,0.0,146.1,142.9
257,2022-01-22T09:31:23.357Z,0.0,165.0,133.8
258,2022-01-22T09:31:33.558Z,0.0,227.8,134.1
259,2022-01-22T09:31:43.733Z,0.0,180.7,133.3
260,2022-01-22T09:31:53.921Z,0.0,215.7,141.2
261,2022-01-22T09:32:04.07Z,0.0,191.7,130.8
262,2022-01-22T09:32:14.277Z,0.0,161.6,190.9
263,2022-01-22T09:32:24.467Z,0.0,176.2,138.4
264,2022-01-22T09:32:34.687Z,0.0,171.0,135.6
265,2022-01-22T09:32:44.909Z,0.0,179.1,136.1
266,2022-01-22T09:32:55.117Z,0.0,164.2,137.9
267,2022-01-22T09:33:05.29Z,0.0,180.0,134.4
268,2022-01-22T09:33:15.51Z,0.0,155.2,144.0
269,2022-01-22T09:33:25.669Z,0.0,160.4,134.2
270,2022-01-22T09:33:35.857Z,0.0,177.1,157.3
271,2022-01-22T09:33:46.112Z,0.0,190.6,151.4
272,2022-01-22T09:33:56.317Z,0.0,161.8,142.8
273,2022-01-22T09:34:06.525Z,0.0,185.4,140.3
274,2022-01-22T09:34:16.688Z,0.0,165.8,146.0
275,2022-01-22T09:34:26.894Z,0.0,167.4,163.6
276,2022-01-22T09:34:37.086Z,0.0,173.6,138.6
277,2022-01-22T09:34:47.292Z,0.0,170.1,140.8
278,2022-01-22T09:34:57.48Z,0.0,184.9,146.8
279,2022-01-22T09:35:07.692Z,0.0,173.9,149.8
280,2022-01-22T09:35:17.884Z,0.0,196.5,142.3
281,2022-01-22T09:35:28.119Z,0.0,163.8,132.0
282,2022-01-22T09:35:38.31Z,0.0,166.3,134.0
283,2022-01-22T09:35:48.469Z,0.0,160.6,129.8
284,2022-01-22T09:35:58.659Z,0.0,165.9,165.8
285,2022-01-22T09:36:08.865Z,0.0,162.8,148.9
286,2022-01-22T09:36:19.085Z,0.0,165.6,157.5
287,2022-01-22T09:36:29.258Z,0.0,172.5,140.0
288,2022-01-22T09:36:39.433Z,0.0,167.5,141.9
289,2022-01-22T09:36:49.637Z,0.0,178.6,141.9
290,2022-01-22T09:36:59.858Z,0.0,165.0,153.5
291,2022-01-22T09:37:10.062Z,0.0,156.7,176.2
292,2022-01-22T09:37:20.239Z,0.0,166.5,130.9
293,2022-01-22T09:37:30.433Z,0.0,175.0,153.5
294,2022-01-22T09:37:40.575Z,0.0,183.9,139.9
295,2022-01-22T09:37:50.765Z,0.0,159.3,147.7
296,2022-01-22T09:38:00.969Z,0.0,177.6,143.4
297,2022-01-22T09:38:11.157Z,0.0,182.4,150.3
298,2022-01-22T09:38:21.348Z,0.0,165.4,144.7
299,2022-01-22T09:38:31.6Z,0.0,170.0,163.5
300,2022-01-22T09:38:41.804Z,0.0,172.3,137.2
301,2022-01-22T09:38:51.976Z,0.0,199.1,155.3
302,2022-01-22T09:39:02.181Z,0.0,172.8,143.5
303,2022-01-22T09:39:12.354Z,0.0,164.3,144.4
304,2022-01-22T09:39:22.56Z,0.0,163.6,142.0
305,2022-01-22T09:39:32.78Z,0.0,167.8,142.5
306,2022-01-22T09:39:43.003Z,0.0,168.3,143.7
307,2022-01-22T09:39:53.254Z,0.0,164.8,139.8
308,2022-01-22T09:40:03.411Z,0.0,165.2,137.1
309,2022-01-22T09:40:13.632Z,0.0,165.1,161.2
310,2022-01-22T09:40:23.837Z,0.0,171.6,141.6
311,2022-01-22T09:40:34.073Z,0.0,168.2,147.4
312,2022-01-22T09:40:44.264Z,0.0,162.4,147.6
313,2022-01-22T09:40:54.468Z,0.0,165.3,146.1
314,2022-01-22T09:41:04.631Z,0.0,161.2,148.2
315,2022-01-22T09:41:14.776Z,0.0,160.3,140.6
316,2022-01-22T09:41:24.935Z,0.0,163.9,140.7
317,2022-01-22T09:41:35.171Z,0.0,156.4,142.9
318,2022-01-22T09:41:45.393Z,0.0,157.7,139.2
319,2022-01-22T09:41:55.584Z,0.0,202.9,141.5
320,2022-01-22T09:42:05.826Z,0.0,218.2,137.9
321,2022-01-22T09:42:15.999Z,0.0,160.0,144.8
322,2022-01-22T09:42:26.673Z,0.0,199.6,152.2
323,2022-01-22T09:42:36.831Z,0.0,157.0,141.4
324,2022-01-22T09:42:47.005Z,0.0,171.8,147.8
325,2022-01-22T09:42:57.195Z,0.0,157.2,148.1
326,2022-01-22T09:43:07.384Z,0.0,169.5,148.6
327,2022-01-22T09:43:17.544Z,0.0,222.0,146.2
328,2022-01-22T09:43:27.767Z,0.0,161.0,153.7
329,2022-01-22T09:43:38.399Z,0.0,163.1,145.3
330,2022-01-22T09:43:48.561Z,0.0,194.9,145.2
331,2022-01-22T09:43:58.735Z,0.0,189.2,166.7
332,2022-01-22T09:44:08.94Z,0.0,156.0,154.9
333,2022-01-22T09:44:19.161Z,0.0,170.0,176.6
334,2022-01-22T09:44:29.382Z,0.0,154.0,154.5
335,2022-01-22T09:44:39.62Z,0.0,173.3,158.5
336,2022-01-22T09:44:49.823Z,0.0,158.3,141.0
337,2022-01-22T09:45:00.012Z,0.0,182.7,141.0
338,2022-01-22T09:45:10.203Z,0.0,170.6,138.1
339,2022-01-22T09:45:20.408Z,0.0,228.5,139.8
340,2022-01-22T09:45:30.581Z,0.0,165.7,164.6
341,2022-01-22T09:45:40.77Z,0.0,195.0,146.0
342,2022-01-22T09:45:51.007Z,0.0,162.7,148.1
343,2022-01-22T09:46:01.196Z,0.0,168.3,145.6
344,2022-01-22T09:46:11.432Z,0.0,159.6,153.0
345,2022-01-22T09:46:21.605Z,0.0,160.8,144.5
346,2022-01-22T09:46:31.857Z,0.0,162.1,155.9
347,2022-01-22T09:46:42.051Z,0.0,157.0,158.1
348,2022-01-22T09:46:52.256Z,0.0,158.3,154.5
349,2022-01-22T09:47:02.509Z,0.0,156.7,154.0
350,2022-01-22T09:47:12.792Z,0.0,157.6,159.0
351,2022-01-22T09:47:22.975Z,0.0,165.7,137.4
352,2022-01-22T09:47:33.181Z,0.0,166.4,140.8
353,2022-01-22T09:47:43.385Z,0.0,162.6,130.9
354,2022-01-22T09:47:53.701Z,0.0,172.8,143.8
355,2022-01-22T09:48:03.971Z,0.0,156.4,143.3
356,2022-01-22T09:48:14.161Z,0.0,167.4,153.2
357,2022-01-22T09:48:24.334Z,0.0,156.3,141.2
358,2022-01-22T09:48:34.508Z,0.0,155.8,178.5
359,2022-01-22T09:48:44.73Z,0.0,157.6,147.0
360,2022-01-22T09:48:54.967Z,0.0,162.7,144.3
361,2022-01-22T09:49:05.156Z,0.0,181.4,141.7
362,2022-01-22T09:49:15.345Z,0.0,187.9,139.6
363,2022-01-22T09:49:25.55Z,0.0,196.5,144.2
364,2022-01-22T09:49:35.753Z,0.0,158.0,146.1
365,2022-01-22T09:49:45.992Z,0.0,157.6,139.9
366,2022-01-22T09:49:56.199Z,0.0,151.8,149.9
367,2022-01-22T09:50:06.388Z,0.0,205.7,139.4
368,2022-01-22T09:50:16.673Z,0.0,195.3,149.6
369,2022-01-22T09:50:26.815Z,0.0,155.4,146.5
370,2022-01-22T09:50:36.99Z,0.0,153.5,142.3
371,2022-01-22T09:50:47.196Z,0.0,160.5,167.8
372,2022-01-22T09:50:57.417Z,0.0,164.5,146.1
373,2022-01-22T09:51:07.622Z,0.0,221.5,167.8
374,2022-01-22T09:51:17.841Z,0.0,160.9,148.1
375,2022-01-22T09:51:28.045Z,0.0,157.7,143.2
376,2022-01-22T09:51:38.265Z,0.0,163.7,152.4
377,2022-01-22T09:51:48.454Z,0.0,198.5,148.4
378,2022-01-22T09:51:58.643Z,0.0,180.8,140.1
379,2022-01-22T09:52:08.879Z,0.0,167.2,157.2
380,2022-01-22T09:52:19.084Z,0.0,168.5,174.8
381,2022-01-22T09:52:29.245Z,0.0,158.1,144.4
382,2022-01-22T09:52:39.45Z,0.0,157.2,145.8
383,2022-01-22T09:52:49.64Z,0.0,157.5,162.7
384,2022-01-22T09:52:59.831Z,0.0,156.2,139.3
385,2022-01-22T09:53:10.054Z,0.0,180.8,129.9
386,2022-01-22T09:53:20.305Z,0.0,165.5,194.5
387,2022-01-22T09:53:30.527Z,0.0,177.1,130.8
388,2022-01-22T09:53:40.703Z,0.0,161.7,130.3
389,2022-01-22T09:53:50.985Z,0.0,197.7,127.4
390,2022-01-22T09:54:01.142Z,0.0,164.1,125.6
391,2022-01-22T09:54:11.284Z,0.0,160.0,123.7
392,2022-01-22T09:54:21.473Z,0.0,159.6,123.8
393,2022-01-22T09:54:31.631Z,0.0,160.0,124.9
394,2022-01-22T09:54:41.852Z,0.0,167.5,122.3
395,2022-01-22T09:54:52.041Z,0.0,173.8,127.2
396,2022-01-22T09:55:02.231Z,0.0,170.8,99.5
397,2022-01-22T09:55:12.419Z,0.0,195.3,99.7
398,2022-01-22T09:55:22.639Z,0.0,171.7,77.8
399,2022-01-22T09:55:32.86Z,0.0,161.7,75.5
400,2022-01-22T09:55:43.018Z,0.0,158.8,74.8
401,2022-01-22T09:55:53.192Z,0.0,158.4,75.9
402,2022-01-22T09:56:03.447Z,0.0,167.7,76.4
403,2022-01-22T09:56:13.621Z,0.0,155.6,89.9
404,2022-01-22T09:56:23.825Z,0.0,169.5,87.4
405,2022-01-22T09:56:34.051Z,0.0,152.3,76.3
406,2022-01-22T09:56:44.258Z,0.0,155.5,75.9
407,2022-01-22T09:56:54.463Z,0.0,170.1,77.2
408,2022-01-22T09:57:04.683Z,0.0,171.1,75.6
409,2022-01-22T09:57:14.904Z,0.0,158.4,89.4
410,2022-01-22T09:57:25.111Z,0.0,169.7,79.0
411,2022-01-22T09:57:35.253Z,0.0,164.5,75.0
412,2022-01-22T09:57:45.457Z,0.0,158.9,75.3
413,2022-01-22T09:57:55.645Z,0.0,159.3,75.5
414,2022-01-22T09:58:05.834Z,0.0,192.9,74.8
415,2022-01-22T09:58:15.996Z,0.0,161.4,75.6
416,2022-01-22T09:58:26.186Z,0.0,193.1,78.1
417,2022-01-22T09:58:36.359Z,0.0,214.9,75.4
418,2022-01-22T09:58:46.548Z,0.0,158.3,75.2
419,2022-01-22T09:58:56.722Z,0.0,162.6,77.7
420,2022-01-22T09:59:06.927Z,0.0,179.9,74.2
421,2022-01-22T09:59:17.121Z,0.0,183.3,77.5
422,2022-01-22T09:59:27.326Z,0.0,169.6,75.3
423,2022-01-22T09:59:37.531Z,0.0,156.1,74.8
424,2022-01-22T09:59:47.72Z,0.0,157.9,75.1
425,2022-01-22T09:59:57.909Z,0.0,159.3,75.8
426,2022-01-22T10:00:08.134Z,0.0,158.8,75.4
427,2022-01-22T10:00:18.276Z,0.0,153.8,77.3
428,2022-01-22T10:00:28.453Z,0.0,185.6,74.9
429,2022-01-22T10:00:38.673Z,0.0,166.2,75.3
430,2022-01-22T10:00:48.862Z,0.0,160.2,74.6
431,2022-01-22T10:00:59.038Z,0.0,159.9,75.0
432,2022-01-22T10:01:09.696Z,0.0,157.9,76.4
433,2022-01-22T10:01:19.9Z,0.0,165.9,76.2
434,2022-01-22T10:01:30.621Z,0.0,159.2,75.9
435,2022-01-22T10:01:40.836Z,0.0,158.7,75.5
436,2022-01-22T10:01:51.026Z,0.0,157.4,75.8
437,2022-01-22T10:02:01.25Z,0.0,166.3,76.5
438,2022-01-22T10:02:11.423Z,0.0,167.8,75.7
439,2022-01-22T10:02:21.633Z,0.0,158.5,77.2
440,2022-01-22T10:02:31.79Z,0.0,164.6,76.8
441,2022-01-22T10:02:41.996Z,0.0,157.1,76.5
442,2022-01-22T10:02:54.372Z,0.0,157.2,76.8
443,2022-01-22T10:03:02.389Z,0.0,163.4,75.6
444,2022-01-22T10:03:12.578Z,0.0,163.2,82.4
445,2022-01-22T10:03:22.752Z,0.0,154.8,85.9
446,2022-01-22T10:03:32.942Z,0.0,164.4,74.1
447,2022-01-22T10:03:43.103Z,0.0,155.2,86.8
448,2022-01-22T10:03:53.294Z,0.0,154.3,74.3
